"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.201503750E0;9.400451660E-2;1.225950623E-1;9.795180817E0;9.796399013E0
2.211482750E0;9.759704590E-2;1.175056458E-1;9.788744202E0;9.789935945E0
2.221460750E0;9.460327148E-2;1.187031555E-1;9.783355408E0;9.784532858E0
2.231439750E0;9.220825195E-2;1.266366577E-1;9.779014435E0;9.780269041E0
2.241418750E0;9.520202637E-2;1.202000427E-1;9.783205719E0;9.784407270E0
2.251397750E0;9.879455566E-2;1.266366577E-1;9.783205719E0;9.784524074E0
2.261376750E0;9.175918579E-2;1.219963074E-1;9.790690155E0;9.791880134E0
2.271355750E0;9.295669556E-2;1.178050232E-1;9.782157898E0;9.783308853E0
2.281334750E0;9.849517822E-2;1.242416382E-1;9.793833618E0;9.795116856E0
2.291313750E0;9.759704590E-2;1.239422607E-1;9.800569611E0;9.801839193E0
2.301292750E0;9.535171509E-2;1.284329224E-1;9.795629883E0;9.796935836E0
2.311271750E0;9.190887451E-2;1.275347900E-1;9.788444824E0;9.789707066E0
2.321250750E0;8.397537231E-2;1.191522217E-1;9.783654785E0;9.784740675E0
2.331228750E0;9.116043091E-2;1.203497314E-1;9.768087158E0;9.769253862E0
2.341207750E0;8.562194824E-2;1.188528442E-1;9.783954163E0;9.785050647E0
2.351186750E0;9.071136475E-2;1.279838562E-1;9.785900116E0;9.787157376E0
2.361165750E0;9.984237671E-2;1.221459961E-1;9.787097626E0;9.788369020E0
2.371144750E0;9.879455566E-2;1.196012878E-1;9.789193268E0;9.790422344E0
2.381123750E0;9.071136475E-2;1.179547119E-1;9.790690155E0;9.791820851E0
2.391102750E0;8.532257080E-2;1.219963074E-1;9.793833618E0;9.794965032E0
2.401081750E0;9.924362183E-2;1.209484863E-1;9.801168365E0;9.802417006E0
2.411060750E0;9.894424438E-2;1.242416382E-1;9.781110077E0;9.782399516E0
2.421039750E0;9.460327148E-2;1.154100037E-1;9.767638092E0;9.768777976E0
2.431018750E0;9.699829102E-2;1.285826111E-1;9.789043579E0;9.790368550E0
2.440996750E0;8.846603394E-2;1.206491089E-1;9.789342957E0;9.790486095E0
2.450975750E0;9.190887451E-2;1.246907043E-1;9.796078949E0;9.797303598E0
2.460954750E0;1.002914429E-1;1.218466187E-1;9.788744202E0;9.790016242E0
2.470933750E0;1.002914429E-1;1.213975525E-1;9.782157898E0;9.783425212E0
2.480912750E0;9.535171509E-2;1.234931946E-1;9.783355408E0;9.784599407E0
2.490891750E0;9.699829102E-2;1.154100037E-1;9.803413696E0;9.804572823E0
2.500870750E0;1.038839722E-1;1.234931946E-1;9.805060272E0;9.806388193E0
2.510849750E0;9.086105347E-2;1.212478638E-1;9.794731750E0;9.795903574E0
2.520828750E0;9.954299927E-2;1.210981750E-1;9.773775330E0;9.775032367E0
2.530807750E0;9.520202637E-2;1.193019104E-1;9.772877197E0;9.774069014E0
2.540786750E0;9.565109253E-2;1.252894592E-1;9.775870972E0;9.777141701E0
2.550764750E0;9.190887451E-2;1.199006653E-1;9.798174591E0;9.799339199E0
2.560743750E0;9.744735718E-2;1.276844788E-1;9.809101868E0;9.810416850E0
2.570722750E0;9.804611206E-2;1.230441284E-1;9.796378326E0;9.797641615E0
2.580701750E0;9.580078125E-2;1.207987976E-1;9.791438599E0;9.792652346E0
2.590680750E0;9.385482788E-2;1.213975525E-1;9.778864746E0;9.780068600E0
2.600659750E0;1.020877075E-1;1.118174744E-1;9.781559143E0;9.782730923E0
2.610638750E0;9.175918579E-2;1.234931946E-1;9.780661011E0;9.781870993E0
2.620617750E0;8.891510010E-2;1.278341675E-1;9.789642334E0;9.790880680E0
2.630596750E0;9.475296021E-2;1.175056458E-1;9.776469727E0;9.777634991E0
2.640575750E0;9.041198730E-2;1.194515991E-1;9.786947937E0;9.788094449E0
2.650554750E0;9.580078125E-2;1.222956848E-1;9.790540466E0;9.791772906E0
2.660532750E0;9.250762939E-2;1.216969299E-1;9.794881439E0;9.796074225E0
2.670511750E0;9.295669556E-2;1.219963074E-1;9.791139221E0;9.792340440E0
2.680490750E0;9.669891357E-2;1.149609375E-1;9.799072723E0;9.800224127E0
2.690469750E0;9.894424438E-2;1.254391479E-1;9.786947937E0;9.788251880E0
2.700448750E0;8.367599487E-2;1.206491089E-1;9.789941711E0;9.791042671E0
2.710428000E0;8.726852417E-2;1.258882141E-1;9.785151672E0;9.786350540E0
2.720407000E0;9.086105347E-2;1.228944397E-1;9.770332489E0;9.771527809E0
2.730386000E0;1.002914429E-1;1.131646729E-1;9.770182800E0;9.771352852E0
2.740365000E0;1.007405090E-1;1.184037781E-1;9.782906342E0;9.784141485E0
2.750344000E0;9.999206543E-2;1.185534668E-1;9.793384552E0;9.794612515E0
2.760323000E0;1.022373962E-1;1.185534668E-1;9.796827393E0;9.798078096E0
2.770301000E0;1.031355286E-1;1.197509766E-1;9.794731750E0;9.796006702E0
2.780280000E0;1.067280579E-1;1.231938171E-1;9.788594513E0;9.789951488E0
2.790259000E0;9.400451660E-2;1.210981750E-1;9.776918793E0;9.778120612E0
2.800238000E0;9.235794067E-2;1.242416382E-1;9.791887665E0;9.793111355E0
2.810217000E0;9.265731812E-2;1.173559570E-1;9.787995758E0;9.789137794E0
2.820196000E0;9.654922485E-2;1.249900818E-1;9.778415680E0;9.779691073E0
2.830175000E0;9.610015869E-2;1.209484863E-1;9.777966614E0;9.779186821E0
2.840154000E0;8.981323242E-2;1.239422607E-1;9.785151672E0;9.786348724E0
2.850133000E0;9.595046997E-2;1.196012878E-1;9.791288910E0;9.792489442E0
2.860112000E0;9.610015869E-2;1.134640503E-1;9.791887665E0;9.793016561E0
2.870091000E0;1.032852173E-1;1.178050232E-1;9.792037354E0;9.793290631E0
2.880069000E0;1.025367737E-1;1.219963074E-1;9.788145447E0;9.789442690E0
2.890048000E0;9.789642334E-2;1.202000427E-1;9.799671478E0;9.800897553E0
2.900027000E0;9.430389404E-2;1.173559570E-1;9.779762878E0;9.780921613E0
2.910006000E0;9.684860229E-2;1.155596924E-1;9.780661011E0;9.781823117E0
2.919985000E0;8.906478882E-2;1.178050232E-1;9.765243073E0;9.766359753E0
2.929964000E0;9.699829102E-2;1.254391479E-1;9.782307587E0;9.783592662E0
2.939943000E0;9.310638428E-2;1.203497314E-1;9.796378326E0;9.797559960E0
2.949922000E0;1.005908203E-1;1.146615601E-1;9.799671478E0;9.800858476E0
2.959901000E0;1.008901978E-1;1.234931946E-1;9.792037354E0;9.793335741E0
2.969880000E0;9.849517822E-2;1.207987976E-1;9.790540466E0;9.791781057E0
2.979859000E0;8.966354370E-2;1.260379028E-1;9.793085175E0;9.794306629E0
2.989837000E0;9.624984741E-2;1.206491089E-1;9.793085175E0;9.794301276E0
2.999816000E0;9.220825195E-2;1.170565796E-1;9.791588287E0;9.792722083E0
3.009795000E0;9.430389404E-2;1.216969299E-1;9.787397003E0;9.788607841E0
3.019774000E0;9.250762939E-2;1.248403931E-1;9.782457275E0;9.783691181E0
3.029753000E0;9.295669556E-2;1.278341675E-1;9.782906342E0;9.784183104E0
3.039732000E0;9.580078125E-2;1.224453735E-1;9.774374084E0;9.775610436E0
3.049711000E0;9.654922485E-2;1.237925720E-1;9.792336731E0;9.793595101E0
3.059690000E0;1.005908203E-1;1.242416382E-1;9.794132996E0;9.795437491E0
3.069669000E0;1.005908203E-1;1.193019104E-1;9.786798248E0;9.788042267E0
3.079648000E0;1.091230774E-1;1.234931946E-1;9.777517548E0;9.778906269E0
3.089627000E0;1.044827271E-1;1.218466187E-1;9.786498871E0;9.787815047E0
3.099605000E0;9.909393311E-2;1.221459961E-1;9.783804474E0;9.785068688E0
3.109584000E0;9.639953613E-2;1.199006653E-1;9.782307587E0;9.783517300E0
3.119563000E0;8.831634521E-2;1.191522217E-1;9.790091400E0;9.791214769E0
3.129542000E0;9.295669556E-2;1.239422607E-1;9.796528015E0;9.797752997E0
3.139521000E0;1.089733887E-1;1.194515991E-1;9.792785797E0;9.794120560E0
3.149500000E0;9.939331055E-2;1.236428833E-1;9.775122528E0;9.776409721E0
3.159479000E0;1.050814819E-1;1.149609375E-1;9.780960388E0;9.782200379E0
