"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.321283833E0;7.891589355E-1;-1.079555054E0;9.944270782E0;1.003377956E1
2.331262833E0;1.109941864E0;-1.452579346E0;9.671537933E0;9.842794506E0
2.341241833E0;9.580078125E-1;-1.478475494E0;9.785301361E0;9.942624980E0
2.351220833E0;7.774832153E-1;-9.026229858E-1;9.793384552E0;9.865575979E0
2.361199833E0;6.730004883E-1;-3.463796997E-1;9.805359650E0;9.834530310E0
2.371178833E0;6.477030945E-1;-1.930984497E-1;9.754615173E0;9.778002019E0
2.381157833E0;4.025129700E-1;-2.915936279E-1;9.830806732E0;9.843363477E0
2.391136833E0;1.889071655E-1;-6.968009949E-1;9.789342957E0;9.815928538E0
2.401115833E0;-1.160087585E-1;-1.085243225E0;9.808353424E0;9.868890909E0
2.411094833E0;-6.110293579E-1;-1.047072601E0;9.793384552E0;9.868135533E0
2.421073833E0;-7.545808411E-1;-7.987390137E-1;9.815239105E0;9.876552787E0
2.431053833E0;-6.521937561E-1;-9.898915100E-1;9.814340973E0;9.885672998E0
2.441032833E0;-8.608598328E-1;-1.403481445E0;9.693841553E0;9.832670231E0
2.451011833E0;-4.878355408E-1;-1.158890076E0;9.908644867E0;9.988105567E0
2.460990833E0;5.677693176E-1;-1.194515991E0;9.813442841E0;9.902165967E0
2.470969833E0;4.825964355E-1;-2.327509918E0;9.757010193E0;1.004238267E1
2.480948833E0;-1.691482544E-2;-3.195105743E0;9.814939728E0;1.032191982E1
2.490927833E0;7.738906860E-2;-2.809208221E0;9.788444824E0;1.018387411E1
2.500906833E0;1.721420288E-1;-2.148781586E0;9.877359924E0;1.010985333E1
2.510885833E0;2.411485291E-1;-2.204316101E0;9.804760895E0;1.005238769E1
2.520864833E0;3.854484558E-1;-2.665207672E0;9.747130737E0;1.011229252E1
2.530843833E0;4.881349182E-1;-2.873724060E0;9.765243073E0;1.019100279E1
2.540822833E0;5.536985779E-1;-2.928809509E0;9.800270233E0;1.024352497E1
2.550802833E0;7.571255493E-1;-2.842139740E0;9.774523773E0;1.020746356E1
2.560781833E0;1.020727386E0;-2.562072144E0;9.808802490E0;1.018914640E1
2.570760833E0;8.659492493E-1;-2.586621094E0;9.735904083E0;1.011080141E1
2.580739833E0;5.533992004E-1;-2.729723511E0;9.831854553E0;1.021875751E1
2.590718833E0;4.508624268E-1;-2.477797394E0;9.807904358E0;1.012609227E1
2.600697833E0;4.369413757E-1;-2.299967194E0;9.891280975E0;1.016455637E1
2.610676833E0;5.358856201E-1;-2.370021515E0;9.815239105E0;1.011153273E1
2.620655833E0;6.337820435E-1;-2.228415985E0;9.845925293E0;1.011482883E1
2.630634833E0;6.562353516E-1;-1.879940643E0;9.857601013E0;1.005669525E1
2.640613833E0;4.396357727E-1;-1.926793213E0;9.738149414E0;9.936667737E0
2.650592833E0;8.068222046E-2;-1.861528931E0;9.570198669E0;9.749897546E0
2.660571833E0;5.269042969E-2;-1.752405853E0;9.833650818E0;9.988713179E0
2.670551833E0;6.676116943E-2;-2.089654541E-1;9.711055756E0;9.713533214E0
2.680530833E0;7.155120850E-2;1.905537415E-1;9.792037354E0;9.794152635E0
2.690509833E0;7.200027466E-2;4.625381470E-2;9.795180817E0;9.795554639E0
2.700488833E0;7.020401001E-2;8.337661743E-2;9.809401245E0;9.810006781E0
2.710467833E0;7.454498291E-2;6.855743408E-2;9.802814941E0;9.803338097E0
2.720446833E0;7.065307617E-2;6.735992432E-2;9.787247314E0;9.787734120E0
2.730425833E0;7.020401001E-2;8.083190918E-2;9.778265991E0;9.778852090E0
2.740404833E0;7.634124756E-2;7.828720093E-2;9.808802490E0;9.809411968E0
2.750383833E0;7.274871826E-2;7.274871826E-2;9.833201752E0;9.833739952E0
2.760362833E0;7.244934082E-2;8.382568359E-2;9.798473969E0;9.799100355E0
2.770341833E0;6.242019653E-2;7.289840698E-2;9.767189026E0;9.767660514E0
2.780320833E0;6.556365967E-2;7.978408813E-2;9.773026886E0;9.773572459E0
2.790300833E0;7.424560547E-2;7.439529419E-2;9.788444824E0;9.789009099E0
2.800279833E0;7.170089722E-2;6.571334839E-2;9.823471985E0;9.823953435E0
2.810258833E0;8.158035278E-2;8.352630615E-2;9.826765137E0;9.827458728E0
2.820237833E0;7.080276489E-2;8.592132568E-2;9.781708832E0;9.782342418E0
2.830216833E0;8.247848511E-2;7.409591675E-2;9.714947662E0;9.715580322E0
2.840195833E0;8.053253174E-2;7.694000244E-2;9.719588013E0;9.720226149E0
2.850174833E0;7.065307617E-2;7.409591675E-2;9.770781555E0;9.771317939E0
2.860153833E0;6.885681152E-2;7.050338745E-2;9.813143463E0;9.813638297E0
2.870132833E0;7.723937988E-2;7.753875732E-2;9.811347198E0;9.811957604E0
